id	submission_id	user	username	userImageURL	downloadURL	hyperparameter	description	result	last	final	accuracy	f1
49	5889	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0049/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6b64190a5b836744a42e87945a199ccca746afd40e0a9c974262fc480085b422"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.9683%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7577\", \"rank\": true, \"decs\": true}}"	"2021-04-08T10:47:30.431415+09:00"	false	"80.9683%"	"0.7577"
31	4103	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0031/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=74f35de9859c8d94db433f89b26e6aebf67744aaad788af12dbb763b782317b0"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"81.4127%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7569\", \"rank\": true, \"decs\": true}}"	"2021-04-06T20:54:56.575514+09:00"	false	"81.4127%"	"0.7569"
32	4125	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0032/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=76f2e06c16fdb08d51fc6ea761e945c6e67bcd1a685d57da57ea162c0813591d"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"81.4127%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7569\", \"rank\": true, \"decs\": true}}"	"2021-04-06T20:58:21.937160+09:00"	false	"81.4127%"	"0.7569"
40	5068	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0040/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=78a0f33fb8c4bf2f4e6191709200e916eb20dc3104629ee1429414ed52658ac5"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"81.1429%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7539\", \"rank\": true, \"decs\": true}}"	"2021-04-07T18:30:28.296460+09:00"	false	"81.1429%"	"0.7539"
46	5824	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0046/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=057813689162cefcfb939021ef86b660ff0dcb9902331b7c0bd34a76529a3adc"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.9365%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7512\", \"rank\": true, \"decs\": true}}"	"2021-04-08T10:00:57.468862+09:00"	false	"80.9365%"	"0.7512"
25	2766	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0025/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=c4d0d19105c3e742d9e9de1fa98f6604aec29a54f4d8b5d48891a358853dab3f"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.8095%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7509\", \"rank\": true, \"decs\": true}}"	"2021-04-05T00:53:28.986883+09:00"	false	"80.8095%"	"0.7509"
26	2784	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0026/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=42c0aedc3827b571c61567463d2aa387e0ae5f604178d43321b947e9dae4f46c"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.7143%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7507\", \"rank\": true, \"decs\": true}}"	"2021-04-05T01:39:34.178481+09:00"	false	"80.7143%"	"0.7507"
15	1635	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0015/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=730cb83e5e60b6e849d83c62cef0f0662dd362e206f5ea680fe4e56aab08b257"	"{\"training\": {}, \"inference\": {}}"	"sgd/b5,b3,b3/ 2fold / 20epochs/f1_score"	"{\"accuracy\": {\"value\": \"79.5400%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7500\", \"rank\": true, \"decs\": true}}"	"2021-04-02T09:47:42.764252+09:00"	false	"79.5400%"	"0.7500"
41	5080	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0041/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=5d68087747ccad9b5f0ca681194a37036a33f8e2ada24e3a12c5040545703792"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.6190%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7465\", \"rank\": true, \"decs\": true}}"	"2021-04-07T18:38:54.619513+09:00"	false	"80.6190%"	"0.7465"
47	5826	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0047/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=209970e37a5bd78b4f86413b8c598d11a7bd6e39165e26023391169f4512acfe"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.6508%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7460\", \"rank\": true, \"decs\": true}}"	"2021-04-08T10:02:37.116282+09:00"	false	"80.6508%"	"0.7460"
27	2830	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0027/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f32df77a29ae5e35142291838fddffcac208f626c7087c0ffa43ffcf4c268e95"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"80.3492%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7450\", \"rank\": true, \"decs\": true}}"	"2021-04-05T04:10:50.916125+09:00"	false	"80.3492%"	"0.7450"
29	2955	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0029/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=8405d3e7270267f888a8505d55023f3fe70b04ea3c402aaa539aa95c4b2df7aa"	"{\"training\": {}, \"inference\": {}}"	"57/10에폭/b3"	"{\"accuracy\": {\"value\": \"78.9048%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7432\", \"rank\": true, \"decs\": true}}"	"2021-04-05T13:07:02.356263+09:00"	false	"78.9048%"	"0.7432"
16	1678	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0016/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6432aeb62a3faf63a03cf6d23766517bdd4a1cac0339644c4d4a4fd2bb682bb6"	"{\"training\": {}, \"inference\": {}}"	"8:2 idx split/ f1_score=0.99,0.99,0.84/ 0.6aug/adam 2epochs"	"{\"accuracy\": {\"value\": \"78.5600%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7400\", \"rank\": true, \"decs\": true}}"	"2021-04-02T11:11:47.639746+09:00"	false	"78.5600%"	"0.7400"
20	2002	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0020/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=557573f4c93feccdfd6ac8d956c546087bdd7382c379a2f4ac71d12ed7cf87ef"	"{\"training\": {}, \"inference\": {}}"	"secret recipe"	"{\"accuracy\": {\"value\": \"79.4762%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7393\", \"rank\": true, \"decs\": true}}"	"2021-04-02T23:49:01.595541+09:00"	false	"79.4762%"	"0.7393"
28	2915	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0028/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=961e9f1f57a2498f3fe439c9457cd907d6209397bf157fa0981792239ffb9431"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"79.6984%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7392\", \"rank\": true, \"decs\": true}}"	"2021-04-05T11:23:30.827938+09:00"	false	"79.6984%"	"0.7392"
24	2736	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0024/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f8e672ffc000f10ce08d51b5a923e8e98f76c535dc3e56b0f12c20c6b91f7b7b"	"{\"training\": {}, \"inference\": {}}"	"44 그리드셔플 "	"{\"accuracy\": {\"value\": \"79.3492%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7382\", \"rank\": true, \"decs\": true}}"	"2021-04-04T23:41:52.562165+09:00"	false	"79.3492%"	"0.7382"
23	2668	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0023/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=99efdeddde3902a3a47a30e9eb3b043cb8d426c77c687a93cc0a463c7de15fc9"	"{\"training\": {}, \"inference\": {}}"	"20 eopchs/ 0.9 training ration / with b5 model 32 batch_size"	"{\"accuracy\": {\"value\": \"79.3492%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7346\", \"rank\": true, \"decs\": true}}"	"2021-04-04T21:01:05.739269+09:00"	false	"79.3492%"	"0.7346"
42	5096	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0042/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=8e90a432cfb04a4a390a25023d590c4e8c882cb1649a6697fe229f6ad0249944"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"78.9206%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7303\", \"rank\": true, \"decs\": true}}"	"2021-04-07T18:57:28.833869+09:00"	false	"78.9206%"	"0.7303"
45	5823	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0045/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=923bf8770debe8c03da99c1d5a65ba2ca11a54694f3e993abfc6df04a4349601"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"78.9206%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7303\", \"rank\": true, \"decs\": true}}"	"2021-04-08T09:59:39.248751+09:00"	false	"78.9206%"	"0.7303"
48	5835	203	"박성배_T1247"	"https://s3-ap-northeast-2.amazonaws.com/prod-aistages-public/app/Users/00000203/user_image.png"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000203/Submissions/0048/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210409%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210409T001902Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=9758a483e985085653416aa0fab5f208a3bba41d9d294cffb9674f8dac4b30ca"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"78.9206%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7303\", \"rank\": true, \"decs\": true}}"	"2021-04-08T10:08:24.922204+09:00"	false	"78.9206%"	"0.7303"
